Word,Length,SUBTLWF,Concreteness_Rating,Emotional_Valence
resistance,10,8.45,2.68,3.74
resolution,10,2.94,2.37,6
resolve,7,4.84,1.96,5.85
resort,6,6.90,4.3,7.76
resource,8,1.63,2.55,5.63
resourceful,11,1.45,2,7.25
respect,7,71.45,2.04,6.79
respectable,11,5.65,1.85,6.55
respectful,10,1.90,2.19,7.45
respiration,11,1.24,3.89,6.14
respiratory,11,2.78,3.25,4.45
respond,7,14.10,2.64,5.71
response,8,16.10,3,5.95
responsibility,14,35.41,1.4,4.68
responsible,11,45.06,1.69,6.28
rest,4,212.96,3.03,7.86
restaurant,10,46.53,4.89,6.95
restless,8,4.84,2.46,3.63
restore,7,4.96,2.79,5.86
restrain,8,1.53,2.76,4.42
restraining,11,3.35,2.74,3.53
restraint,9,2.57,3.32,3.47
restricted,10,4.10,2.83,3.83
result,6,19.76,2.85,6.11
resume,6,5.69,4,4.89
retail,6,2.31,2.92,5
retain,6,2.37,2.32,6.25
retainer,8,2.12,4,4.19
retaliate,9,1.25,2.25,3.55
retard,6,3.94,3.56,3.28
retarded,8,6.24,2.57,2.25
rethink,7,1.76,2.17,5.33
retire,6,9.78,3.11,6.4
retirement,10,8.45,3.03,6.6
retract,7,1.45,2.42,5.38
retraction,10,1.00,3.03,4.63
retreat,7,9.49,3.03,4.92
retribution,11,1.67,2,3.39
retrieval,9,1.12,3.11,5.45
retrieve,8,4.12,3.32,6.16
return,6,91.69,2.97,5.95
reunion,7,8.82,3.22,6.37
reveal,6,9.33,2.79,5.86
revelation,10,2.75,2.21,5.94
revenge,7,19.04,1.54,2.75
revenue,7,2.39,3.11,7
reverence,9,1.33,1.7,6.11
reverend,8,18.88,4.14,5.42
reversal,8,1.12,2.63,4.86
reverse,7,10.98,3.38,5.2
review,6,14.80,2.81,5.09
revival,7,1.18,2.79,6.38
revive,6,1.84,3.13,6.53
revolt,6,1.55,3.03,4
revolting,9,1.92,2.57,2.47
revolution,10,12.33,2.87,4.81
revolutionary,13,4.39,2.26,6.21
revolver,8,2.76,4.69,3.3
revolving,9,1.00,3.54,5
reward,6,18.02,3.41,7.47
rewarding,9,1.67,2.03,6.75
rewrite,7,2.75,3.55,4.2
rhino,5,2.08,4.9,6.25
rhubarb,7,1.08,4.86,6.45
rhyme,5,4.41,3.29,6.58
rhythm,6,10.90,3.07,6.42
rhythmic,8,1.02,3.1,6.3
rib,3,5.90,4.9,6.1
ribbon,6,5.06,4.89,6.7
rice,4,15.08,4.86,5.7
rich,4,80.39,2.79,6.83
riches,6,3.33,3.52,7.1
rid,3,59.84,2.13,3.67
riddance,8,1.73,1.82,4.79
riddle,6,4.53,2.5,6.3
ride,4,135.37,3.75,6.27
rider,5,7.71,4.07,5.36
ridge,5,7.08,4.48,4.62
ridicule,8,1.96,2.07,2.95
ridiculous,10,55.61,1.79,3.67
riff,4,1.12,3.28,4.63
riffraff,8,1.02,2.66,4.05
rifle,5,14.57,4.85,4.3
rift,4,1.08,3.4,3.84
rig,3,8.63,4,4.32
right,5,4008.39,3.47,7.32
righteous,9,3.92,1.43,6
righteousness,13,1.75,1.67,5.18
rightful,8,2.33,1.6,6
rigid,5,1.86,3.46,3.47
rim,3,2.45,4.62,4.6
ring,4,92.75,4.81,7.09
ringer,6,1.67,3.46,4.95
rink,4,2.14,4.56,5.67
rinse,5,2.35,4.1,5.47
riot,4,6.49,4.45,3.15
rip,3,20.16,3.79,3.28
ripe,4,4.18,3.3,5.57
ripple,6,1.51,3.85,6.17
rise,4,27.43,4.04,5.73
risk,4,49.04,1.63,5.17
risky,5,7.71,1.31,3.85
rite,4,1.45,2.54,5.58
ritual,6,8.94,2.6,4.52
rival,5,3.78,3.03,4.58
rivalry,7,1.06,2.14,4.57
river,5,55.47,4.89,6.72
roach,5,2.65,4.96,2.19
road,4,111.94,4.75,5.59
roadblock,9,1.98,4.71,3.55
roadside,8,1.02,4.22,4.65
roam,4,3.39,2.85,4.89
roar,4,4.02,3.81,5.37
roast,5,9.78,4.4,5.74
roasted,7,1.69,3.67,5.6
rob,3,23.29,3.48,2.1
robber,6,4.69,4.31,2.9
robbery,7,23.04,3.93,2.76
robe,4,8.49,5,5.53
robin,5,24.94,4.61,6.63
robot,5,12.18,4.65,6.18
rock,4,86.16,4.91,5.72
rocker,6,1.25,4.31,5.65
rocket,6,11.84,4.73,5.8
rod,3,10.73,4.43,4.95
rodent,6,1.80,4.7,3.56
rodeo,5,5.55,4.81,4.57
rogue,5,3.73,2.32,3.89
role,4,18.22,2.19,5.1
roll,4,63.27,4.16,5.72
roller,6,5.75,4.66,5.35
Roman,5,10.47,3.33,5.55
romance,7,15.53,2.19,7.28
romantic,8,35.18,1.93,7.61
roof,4,35.65,4.79,4.48
rooftop,7,1.59,4.86,5.42
rook,4,1.39,4.38,5.58
rookie,6,4.94,2.83,5.25
room,4,439.51,4.79,5.55
roommate,8,11.39,4.52,5.29
rooms,5,26.00,4.57,5.65
rooster,7,3.86,4.75,5.53
root,4,10.47,4.34,5.33
rope,4,22.71,4.93,5.05
ropes,5,5.94,4.78,4.86
rosary,6,1.20,4.63,5.26
rose,4,53.02,4.9,7.11
rosemary,8,4.94,4.68,6.37
roster,6,2.16,3.76,4.71
rot,3,7.73,3.96,2.65
rotate,6,1.92,3.45,5.24
rotation,8,2.92,3.32,5
rotten,6,17.47,3.87,2.43
rouge,5,3.24,3.77,5.55
rough,5,37.39,3.83,3.68
roulette,8,2.47,4.15,4.37
round,5,66.53,3.9,5.89
roundup,7,1.14,3.26,4.63
route,5,21.35,3.88,5.86
routine,7,19.84,2.7,4.95
row,3,26.33,3.93,5.48
rowboat,7,1.06,4.81,5.4
rowdy,5,1.02,2.6,4.16
royal,5,23.24,3.14,5.25
royalty,7,3.92,3.11,5.52
rub,3,15.45,4.33,6.63
rubber,6,14.00,4.86,4.37
rubbish,7,5.59,3.64,3.39
rubble,6,1.75,4.56,3.65
ruby,4,11.90,4.77,6.79
ruckus,6,1.47,2.52,4.35
rudder,6,3.88,4.72,5.11
rude,4,22.06,2.52,2.04
rug,3,10.41,4.79,5
rugged,6,2.00,2.75,5.1
ruin,4,28.53,2.59,2.32
rule,4,48.14,2.57,4.5
ruler,5,3.18,4.66,5
ruling,6,4.10,2.32,4.22
rum,3,7.49,4.93,5.57
rumba,5,1.20,4.04,5.95
rumble,6,2.73,3.73,5
rumor,5,10.41,2.15,3.14
rump,4,1.41,4.81,5.81
run,3,350.55,4.31,6.41
runaway,7,4.06,3.81,4.05
rundown,7,1.45,2.3,3.79
runner,6,4.96,4.86,5.68
running,7,157.92,4.27,6.53
runny,5,1.27,3.12,4.14
runt,4,2.45,3.44,4.77
runway,6,5.47,4.6,4.74
rupture,7,1.29,3.7,3.21
rural,5,1.16,2.67,5.95
ruse,4,1.67,1.57,3.76
rush,4,31.41,2.9,4.05
rust,4,2.49,4.52,4.05
rustle,6,1.14,2.96,4.16
rusty,5,12.88,3.9,3.5
rut,3,1.53,3.64,2.9
ruthless,8,4.14,1.64,3.67
rye,3,4.16,4.74,5.45
sabotage,8,3.86,2.77,2
sack,4,12.92,4.84,5.11
sacred,6,14.02,1.77,6.95
sacrifice,9,17.90,2.8,4.76
sad,3,63.37,3.07,2.1
saddle,6,7.82,4.85,4.95
sadist,6,1.08,2.72,2.11
sadistic,8,1.71,2.07,2.62
sadness,7,4.78,1.82,2.4
safari,6,2.08,4.14,6.15
safe,4,143.20,3.41,7.7
safety,6,32.33,2.37,7.14
sage,4,1.75,4.54,5.79
sail,4,13.75,4.59,6.84
sailboat,8,1.61,4.89,6.81
sailor,6,12.39,4.86,6.1
saint,5,17.92,3.45,6.4
sake,4,64.16,2.74,5.28
salad,5,17.02,4.97,6.35
salami,6,2.24,4.78,4.83
salary,6,10.75,3.69,6.42
sale,4,25.39,3.37,6.23
salesman,8,10.43,4.81,4.1
saline,6,3.43,4.48,4.76
saliva,6,2.65,4.89,4.25
salmon,6,6.55,4.81,6.48
salon,5,4.59,4.73,5.58
saloon,6,5.14,4.68,5.45
salt,4,19.51,4.89,6.05
salty,5,2.49,3.93,5.1
salute,6,7.25,4.48,6.22
salvage,7,4.12,3.21,5.16
salvation,9,5.02,2.07,6.94
sample,6,14.59,3.79,5.76
samurai,7,3.14,4.5,5.5
sanctity,8,1.65,1.35,5.43
sanctuary,9,4.31,3.64,7.05
sand,4,20.29,5,6.16
sandbox,7,1.06,4.86,5.75
sandman,7,2.43,2.65,4.9
sandwich,8,21.92,4.9,7.18
sane,4,5.51,1.79,6.73
sanitarium,10,2.25,3.4,3.36
sanitation,10,1.18,3.6,4.76
sanity,6,2.73,1.85,5.95
sap,3,3.49,4.37,4.19
sapphire,8,1.20,4.76,6.92
sarcasm,7,2.86,1.63,4.81
sarcastic,9,2.61,2.18,4.24
sash,4,1.14,4.67,5.48
sassy,5,3.22,2.14,5.19
Satanic,7,1.35,2.36,1.94
satchel,7,1.47,4.73,5.21
satellite,9,15.65,4.73,5.56
satin,5,2.61,4.57,6.24
satisfaction,12,6.96,1.9,7.18
satisfactory,12,3.00,1.8,6.62
satisfied,9,15.51,2.07,7.16
satisfy,7,5.61,2.04,7.09
satisfying,10,2.53,2.27,7.48
sauce,5,15.59,4.75,6.58
saucer,6,2.75,4.79,5.16
saucy,5,1.22,3.22,6.11
sauerkraut,10,1.00,4.54,5.5
sauna,5,1.35,4.68,5.68
sausage,7,7.78,4.88,6.32
savage,6,7.16,2.71,4.29
savannah,8,1.51,4.33,6.05
save,4,162.31,2.42,7.26
savings,7,7.53,3.32,7.67
savior,6,3.39,3.04,6.59
savvy,5,1.06,2.03,6.4
saw,3,402.49,4.46,4.16
sax,3,1.25,4.64,6.16
saxophone,9,1.69,5,6.32
say,3,1639.78,2.58,5.91
scale,5,9.51,4.39,5.06
scalp,5,3.69,4.82,3.75
scalpel,7,3.16,4.86,3.95
scamp,5,1.76,3.25,5.16
scan,4,9.41,3.48,5.47
scandal,7,8.12,2.13,3.63
scanner,7,2.94,4.79,5.57
scapegoat,9,1.10,2.52,3
scar,4,8.47,4.74,3.71
scarce,6,1.71,2.57,3.37
scare,5,33.57,2.96,3.55
scarecrow,9,1.75,4.68,5.19
scared,6,133.39,2.5,2.8
scarf,5,4.69,4.97,6
scary,5,26.20,3,3
scat,4,1.27,3.33,3.68
scatter,7,2.43,3.55,3.9
scenario,8,6.25,2.62,5.58
scene,5,74.65,3.93,5.94
scenery,7,3.78,3.38,6.18
scenic,6,1.04,3.07,6.9
scent,5,5.96,3.97,6.5
schedule,8,29.76,3.48,4.71
schematic,9,1.14,3.21,4.63
scheme,6,7.25,2.41,3.8
schizophrenia,13,1.35,2.33,3.42
schizophrenic,13,2.29,2.96,2.91
scholar,7,3.65,3.5,6.33
scholarship,11,9.94,2.96,6.76
school,6,333.12,4.79,5.41
schoolboy,9,1.31,4.5,5.53
schoolgirl,10,1.88,4.66,5.91
schoolhouse,11,1.12,4.86,6
schooling,9,1.43,3.07,6.2
science,7,37.25,2.79,6.32
scientific,10,11.37,2.45,5.95
scientist,9,12.18,4.24,5.83
scissors,8,6.69,4.85,5.03
scold,5,1.31,3.07,2.77
scoop,5,5.67,4.15,5.24
scoot,5,2.98,2.89,5.74
scooter,7,2.73,4.96,5.42
scope,5,5.61,3.74,5.17
score,5,30.43,3.38,6.5
scorn,5,1.16,2.59,3.07
scorpion,8,2.67,4.84,3.68
Scotch,6,14.75,4.55,5.89
scoundrel,9,2.98,2.93,3.25
scourge,7,1.31,2.31,4.13
scout,5,12.88,4,6
scrabble,8,1.88,4.47,6.14
scram,5,3.51,3.04,3.57
scramble,8,2.41,3.31,5.21
scrambled,9,7.20,3.93,5.2
scrap,5,4.37,4.15,4.71
scrapbook,9,1.20,4.76,5.71
scrape,6,4.12,4.15,3.74
scratch,7,18.84,4.16,4.95
scrawny,7,1.57,3.14,3.89
scream,6,26.41,4.32,3.02
screech,7,6.24,3.77,3.5
screen,6,23.39,4.6,5.55
screening,9,3.39,3.11,4.77
screenplay,10,2.61,4.41,5.65
screw,5,37.49,4.81,5.24
screwball,9,1.12,3.54,4.57
screwdriver,11,2.51,4.9,5.76
screwy,6,1.76,1.83,3.86
script,6,19.61,4.72,5.42
scripture,9,1.35,3.86,5.47
scroll,6,2.27,4.11,5.32
scrub,5,6.24,3.86,4.53
scrutiny,8,1.14,2.26,3.83
scuba,5,1.53,4.23,5.86
sculpture,9,3.12,4.79,6.5
scum,4,9.90,3.9,2.12
scurvy,6,1.08,3.43,2.76
sea,3,59.84,4.79,6.56
seaboard,8,1.20,3.68,5.75
seafood,7,2.02,4.83,6.45
seagull,7,1.22,5,5.27
seal,4,14.75,4.63,5
seaman,6,1.69,4.42,5.28
search,6,48.37,3,5.56
seasick,7,1.37,3.18,1.89
season,6,31.47,3.32,6.71
seat,4,78.78,4.78,5.22
seating,7,2.14,4.29,5.33
seaweed,7,1.73,4.89,4.52
secluded,8,1.02,3.07,5.21
second,6,284.57,3.3,5.23
secondary,9,4.10,2.37,4.77
secondhand,10,1.06,2.75,5.53
secrecy,7,3.47,2,4.15
secret,6,109.51,2.19,5.33
secretary,9,33.22,4.54,5.18
secretive,9,1.33,2.25,4.15
section,7,27.33,3.24,5.05
sector,6,7.06,3.41,4.67
secure,6,24.33,2.69,7.08
security,8,94.31,2.82,6.41
sedan,5,1.76,4.72,5.05
sedate,6,1.25,2.96,4.8
sedative,8,2.55,4.56,4.89
seduce,6,3.45,2.18,6.74
see,3,2556.73,3.21,6.27
seed,4,7.57,4.71,6.38
seek,4,18.31,2.68,6.25
seem,4,139.82,1.75,5.45
segment,7,1.98,3.4,4.63
seize,5,4.82,3.97,3.79
seizure,7,3.73,3.79,3.05
select,6,3.53,2.48,6.1
selection,9,4.55,2.34,5.1
selective,9,1.18,2.12,5.21
self,4,14.16,3.1,6.86
selfish,7,15.90,1.92,3.3
selfless,8,1.82,1.61,7.11
sell,4,92.25,3.35,5.33
seller,6,2.20,3.57,4.82
semen,5,3.94,4.79,3.85
semester,8,6.94,3.07,5
semi,4,2.33,2.74,5.57
seminar,7,4.25,3.48,5.2
seminary,8,1.04,3.5,5.64
senate,6,6.49,3.81,3.38
send,4,179.78,2.7,6.18
senile,6,1.73,2.46,3.14
senior,6,26.25,2.97,4.79
seniority,9,1.08,2.34,5
sensation,9,4.88,2.87,6.14
sensational,11,4.02,1.72,7.21
sense,5,131.80,2.61,6.09
senseless,9,2.57,1.69,3.32
sensible,8,6.80,1.52,6.74
sensitive,9,22.53,2.21,6.33
sensitivity,11,2.90,1.77,5.5
sensor,6,2.25,3.96,4.6
sensory,7,1.08,2.55,6.15
sensual,7,1.51,2.26,7.4
sentence,8,20.53,3.57,5.13
sentencing,10,1.37,2.79,3.61
sentiment,9,3.18,2.1,6.2
sentimental,11,7.04,1.68,6.27
sentry,6,1.37,4.04,4.16
separate,8,21.71,3.25,3.95
separation,10,4.86,2.96,3.05
septic,6,1.41,3.74,3.5
sequel,6,1.76,2.86,5.76
sequence,8,8.39,3.1,5.84
serenade,8,1.14,3.5,6.43
serene,6,1.24,2.07,6.9
serenity,8,1.78,1.62,7.75
sergeant,8,62.94,4.7,3.89
serial,6,11.31,2.44,3.45
series,6,20.16,2.92,5.23
serious,7,148.35,2.1,5.88
seriousness,11,1.25,1.5,4.33
sermon,6,2.73,3.34,4.86
serpent,7,1.94,4.97,3.45
serum,5,3.75,4.27,4.1
servant,7,12.14,4.64,4
serve,5,37.94,3.78,5.36
server,6,3.92,4.55,5.35
service,7,79.92,2.21,6.83
sesame,6,1.53,4.5,5.45
session,7,13.29,2.58,5.1
set,3,231.47,3.41,5.23
setback,7,1.53,1.97,3.22
settle,6,42.02,2.31,5.62
settlement,10,6.31,3.07,5.67
setup,5,8.63,3.5,4.35
seven,5,104.45,3.72,4.9
seventeen,9,5.80,3.19,5.9
seventy,7,2.06,3.36,4.55
sever,5,1.57,4,3.52
severance,9,1.10,2.68,3.89
severe,6,9.41,2.43,3.21
sew,3,5.49,3.93,5.67
sewage,6,1.18,4.52,2.33
sewer,5,4.71,4.46,2.9
sewing,6,3.88,4.4,5.05
sex,3,152.18,4.1,6.73
sexist,6,1.75,1.83,3.4
sexual,6,33.20,2.5,6.64
sexuality,9,3.10,2.61,5.95
sexy,4,29.98,2.64,7.42
shabby,6,1.71,2.81,4.11
shack,5,5.65,4.93,3.89
shade,5,5.96,3.38,5.91
shadow,6,21.18,4.54,5.07
shadowy,7,1.69,2.92,4.48
shady,5,2.35,2.96,3.71
shaft,5,7.71,4.71,4.86
shag,4,1.90,3.15,5.38
shake,5,39.63,4.07,4.59
shaker,6,1.59,4.11,5.19
shaky,5,2.96,3.4,3.16
shall,5,185.12,2.33,5.86
shallow,7,5.90,3.45,3.86
sham,4,1.51,3.07,3.45
shaman,6,2.51,4.08,5.21
shame,5,41.57,2.24,2.62
shameful,8,1.92,1.71,3
shameless,9,1.90,1.89,3.89
shampoo,7,4.22,4.68,5.75
shank,5,1.35,4.18,3.4
shape,5,30.24,3.14,5.41
share,5,69.51,2.96,6.22
shark,5,14.98,4.93,4.02
sharp,5,23.78,3.86,5.24
sharpen,7,1.12,3.72,5.67
shatter,7,1.41,3.96,3.44
shave,5,13.76,4.23,4.9
shawl,5,1.37,5,4.9
shed,4,10.98,4.55,5.37
sheep,5,13.43,4.9,5.32
sheer,5,4.57,3.35,5.38
sheet,5,11.61,4.93,5.57
sheik,5,1.51,4.6,5.15
shelf,5,6.96,4.96,5.62
shell,5,13.22,4.8,6.05
shelter,7,11.67,4.64,6.5
sheltered,9,1.04,3.62,5.39
shepherd,8,7.43,4.67,5.75
sheriff,7,61.08,4.5,4.44
sherry,6,13.82,4.32,5.95
shield,6,8.20,4.66,5.91
shift,5,22.82,2.81,4.95
shilling,8,1.47,4.46,5.36
shin,4,3.08,4.86,5.09
shindig,7,1.35,3.52,6.9
shine,5,20.65,3.85,7.27
shining,7,9.82,3.39,5.84
shiny,5,7.80,3.33,6.68
ship,4,98.88,4.87,6.14
shipment,8,6.31,4.48,5.26
shipping,8,6.31,3.59,5.6
shirt,5,46.37,4.94,5.56
shiver,6,1.53,3.88,3.61
shock,5,28.78,4,3.9
shocking,8,6.18,2.46,4.63
shoe,4,30.39,4.97,5.78
shoot,5,164.94,3.97,3.5
shooter,7,9.78,4.14,3.7
shop,4,53.55,4.31,5.89
short,5,85.63,3.61,5.67
shortage,8,2.63,2.46,3.63
shortcut,8,3.94,3.2,5.84
shorten,7,1.02,3.11,5.05
shorthand,9,1.00,3.57,4.9
shorts,6,9.41,4.82,5.95
shot,4,227.43,4.44,2.82
shotgun,7,10.04,4.96,3.5
shoulder,8,26.20,4.93,5.1
shout,5,16.45,4.17,5
shove,5,13.22,4.04,3.1
shovel,6,6.84,4.97,4.8
show,4,488.35,3.97,5.91
showdown,8,1.25,3.21,4.68
shower,6,41.12,4.89,7.19
shrapnel,8,2.22,4.57,3.6
shred,5,2.94,4.38,4.53
shrewd,6,1.41,1.92,4.4
shrimp,6,8.71,4.8,6.95
shrine,6,2.96,4.47,5.38
shrink,6,11.31,3.55,4
shroud,6,1.02,4.34,4.21
shudder,7,1.12,3.41,4.1
shuffle,7,2.94,3.83,4.72
shut,4,263.82,3.38,4.5
shutdown,8,1.47,3.85,3.57
shutter,7,1.45,4.38,4.7
shuttle,7,5.53,4.63,5.65
shy,3,18.37,2.52,5.16
sick,4,165.43,2.97,2.29
sickness,8,7.94,3.45,2.4
side,4,200.92,3.68,5.32
sideburns,9,1.16,4.96,4.18
sidekick,8,2.69,3.24,6.14
sideshow,8,1.10,4.03,4.86
sidewalk,8,5.47,4.96,5.67
siege,5,2.31,3.18,4.1
sigh,4,3.39,3.89,4.29
sight,5,45.31,3.21,7.11
sighting,8,1.55,3.14,5.57
sightseeing,11,1.47,3.11,7.38
sign,4,133.27,4.62,5.27
signal,6,37.76,3.86,5.27
signature,9,12.20,4.43,5.57
significance,12,3.49,1.68,6.21
significant,11,6.49,1.67,6.6
silence,7,25.37,3.33,5.25
silent,6,23.00,3.67,5.14
silicon,7,1.71,4.68,5.1
silk,4,9.78,4.7,6.55
silly,5,57.10,2.2,6.72
silver,6,31.75,4.52,7.48
silverware,10,2.14,4.66,5.76
similar,7,13.63,2.46,5.86
simmer,6,1.71,3.88,5.86
simple,6,89.31,1.62,7.17
simplicity,10,1.35,1.96,7.05
simulate,8,1.16,2.31,5.76
simulation,10,2.25,3.03,5.67
sin,3,15.94,1.85,3.08
sincere,7,5.98,1.81,6.86
sincerity,9,2.00,1.97,7.9
sinful,6,1.71,1.87,3.37
sing,4,97.59,4.34,7.5
singer,6,15.69,4.62,6.9
single,6,72.08,3.27,5.39
singular,8,1.27,2.21,4.89
singularity,11,1.27,2.08,4.6
sinister,8,2.18,2.38,2.63
sink,4,16.92,4.74,4.62
sinner,6,2.47,3.07,3.25
sinus,5,1.75,4.27,3.57
sip,3,5.10,4.17,5.38
sir,3,964.47,3.1,5.45
siren,5,6.55,4.45,3.8
sissy,5,7.29,2.63,3.42
sister,6,180.53,4,7
sit,3,311.35,4.8,5.82
site,4,19.22,4.56,5.22
sitter,6,1.57,3.89,4.89
situation,9,82.49,2.03,5.33
six,3,199.53,3.43,4.85
sixteen,7,8.20,3.88,6.3
sixty,5,5.43,3.56,4.7
size,4,46.14,3.13,5.61
skate,5,5.90,4.56,6.74
skateboard,10,1.67,4.86,5.16
skater,6,1.90,4.65,6.16
skeleton,8,5.12,4.97,4.37
skeptical,9,1.47,1.7,3.58
sketch,6,4.94,4.56,6.21
sketchy,7,1.24,1.96,4.09
ski,3,8.10,4.63,5.91
skid,4,2.18,4.07,4
skiing,6,4.16,4.42,6.25
skill,5,7.92,2.17,6.65
skilled,7,2.37,1.96,7.05
skillet,7,1.22,4.73,5.85
skin,4,44.04,4.79,5.78
skinny,6,13.98,3.57,5.36
skip,4,21.10,4.07,4.76
skirt,5,9.96,4.82,6.14
skull,5,14.71,4.83,3.63
skunk,5,3.25,4.88,3.78
sky,3,44.80,4.45,7.32
slab,4,1.84,4.29,4.7
slack,5,5.92,3.15,3.85
slam,4,5.80,4,4.79
slander,7,1.25,2.33,2.45
slang,5,1.39,2.48,5.25
slant,5,1.14,3.08,4.84
slap,4,12.47,4.72,2.95
slash,5,2.39,3.52,4.85
slate,5,3.24,4.58,4.77
slaughter,9,5.45,3.68,2.33
slaughterhouse,14,1.25,4.83,2.68
slave,5,18.43,4.38,2.06
slavery,7,4.06,3.11,2
slay,4,2.14,3.1,2.63
sleazy,6,2.18,2.48,3.85
sled,4,2.92,5,6.35
sleep,5,227.94,4.44,7.22
sleeper,7,2.06,3.4,5.84
sleepless,9,1.35,2.68,3.11
sleepy,6,8.57,2.77,4.36
sleeve,6,5.61,4.84,5.95
sleigh,6,3.27,4.71,6.11
slice,5,8.53,3.85,5.05
slick,5,6.86,3.69,5
slide,5,17.82,4.48,5.71
slight,6,10.18,1.9,4.6
slim,4,11.86,3.93,6.63
slime,5,2.76,4.48,3.15
slimy,5,3.12,3.26,3.21
sling,5,2.29,4.52,4.26
slingshot,9,1.39,4.87,5.41
slip,4,25.88,4.1,4.33
slipper,7,2.22,4.86,5.8
slippery,8,4.41,3.94,4.38
slit,4,3.80,3.68,4.26
slob,4,3.57,3.22,2.48
slogan,6,2.49,3.03,4.9
slop,4,1.84,3.44,3.74
slope,5,2.94,4.07,5.42
sloppy,6,5.88,2.44,3.42
slot,4,5.49,4.45,5.2
sloth,5,1.45,4.83,4.05
slow,4,76.02,3.28,4
slug,4,4.96,4.64,3.16
slugger,7,1.10,3.15,4.67
slum,4,1.27,4.03,2.55
slumber,7,2.75,3.32,6.24
slump,5,1.20,3.32,3.95
slut,4,11.35,3.19,2.55
sly,3,2.67,2.03,3.74
smack,5,9.51,4.67,3.95
small,5,124.96,3.22,5.76
smallpox,8,1.47,4.25,2.02
smart,5,96.25,1.75,7.73
smash,5,8.25,3.79,4.68
smear,5,2.18,3.66,3.84
smell,5,83.14,3.7,6.39
smelly,6,4.14,3.07,2.68
smile,5,58.00,4.5,7.89
smog,4,1.08,4.14,2.56
smoke,5,65.43,4.96,3.44
smoker,6,2.27,4.59,3.59
smooth,6,18.27,3.81,6.42
smother,7,1.18,3.1,2.68
smudge,6,1.00,4.5,4.29
smug,4,2.39,1.83,3.68
smuggle,7,2.00,3,3.89
smuggler,8,1.22,4.31,3.45
smut,4,1.37,3.14,3.73
snack,5,9.14,4.36,6.53
snag,4,1.90,3.62,4.09
snail,5,1.76,4.93,4.52
snake,5,22.35,5,4.03
snap,4,17.39,4.1,4.42
snappy,6,2.94,2.65,5.55
snapshot,8,1.04,4.68,5.84
snatch,6,3.90,3.86,4.64
sneak,5,16.88,2.82,4.33
sneaky,6,4.24,1.97,3.94
sneeze,6,2.94,4.03,4
sniff,5,3.55,4.17,5.1
snip,4,2.12,3.68,4.32
sniper,6,4.35,4.55,3.5
snitch,6,3.16,3.85,3.79
snob,4,2.18,2.7,2.53
snoop,5,2.49,3,3.45
snore,5,1.61,4.39,3
snort,5,1.16,4.18,4.55
snot,4,2.12,4.48,3.55
snotty,6,1.27,2.39,2.85
snow,4,31.35,4.85,6.78
snowball,8,1.39,4.93,6.86
snowflake,9,1.18,4.76,7.19
snowman,7,1.90,4.64,7
snowy,5,1.06,4.25,6.59
snuff,5,2.00,4.04,3.58
snug,4,1.43,2.54,5.63
snuggle,7,1.29,3.52,7.63
soak,4,3.45,4.21,6.05
soap,4,15.20,4.93,7.1
soar,4,1.53,3.67,6.6
sob,3,1.51,3.79,2.65
sober,5,10.10,2.86,5.95
soccer,6,12.55,4.76,5.84
sociable,8,1.00,2.03,6.43
social,6,33.39,2.27,6.08
socialist,9,1.27,3.19,4.11
society,7,32.92,2.54,5.24
sock,4,8.98,4.91,4.43
socket,6,1.61,4.32,4.45
sod,3,1.84,4.62,4.85
soda,4,19.84,4.97,5.47
sodium,6,2.47,4.21,4.17
sofa,4,5.86,4.9,6.26
soft,4,32.02,3.88,7.13
softball,8,2.25,4.89,5.53
soften,6,1.49,2.57,6.57
software,8,8.43,4.08,6.37
soil,4,7.78,4.87,5.21
solace,6,1.53,2.04,6.37
solar,5,4.63,4,6
soldier,7,38.92,4.72,5.45
sole,4,5.25,4.11,4.9
solemn,6,2.20,1.52,4.66
solid,5,19.57,4.42,5.65
solitaire,9,1.16,3.7,5.62
solitary,8,3.41,3.31,4.65
solitude,8,2.00,2.07,4.76
solo,4,8.55,2.79,5.91
solution,8,15.82,2.61,6.3
solve,5,19.49,2.1,6.3
son,3,410.76,4.14,6.91
sonar,5,4.14,3.81,5.32
song,4,93.69,4.46,7.59
sonic,5,1.94,2.29,5.32
soot,4,1.08,4.61,5.19
soothe,6,1.29,2.14,6.63
soothing,8,2.25,1.96,7.05
sophisticated,13,6.78,1.88,6.32
sophomore,9,2.86,3.45,5
soprano,7,2.65,4.11,4.95
sorcerer,8,1.71,4.47,5.76
sore,4,15.00,3.23,2.8
sorority,8,1.88,3.48,4.95
sorrow,6,6.86,2.36,2.95
sorry,5,1167.96,1.9,4.81
soul,4,76.96,1.86,6.61
sound,5,143.39,3.7,6.45
soup,4,25.20,4.72,7.05
sour,4,5.82,3.14,3.95
source,6,28.18,2.96,5.48
south,5,64.47,3.84,6.11
southeast,9,3.27,3.8,5.8
southern,8,11.61,2.62,5.67
southwest,9,3.43,3.25,5.8
souvenir,8,4.71,4.45,6.89
sovereign,9,2.51,2.04,4.96
Soviet,6,7.06,3.15,4.1
sow,3,1.92,4.04,5.11
soy,3,2.31,4.7,4.79
spa,3,4.69,4.67,7.38
space,5,66.06,3.54,6.89
spacecraft,10,2.25,4.8,5.58
spaceship,9,3.69,4.48,5.61
spacious,8,1.14,2.56,6.33
spade,5,2.31,4.46,5.48
